,id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,electorate,electoraterating
17410,10525,6720,WICKHAM,WA,117.067614,-20.699288,WICKHAM LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.6731994,117.147269,50806122318.0,51003127305.0,510031273.0,Roebourne,51003.0,West Pilbara,510.0,Western Australia - Outback (North),4.0,4.0,6.0,6.0,Durack,28.0,W3,PHN503,Country WA,Roebourne,Durack,Rural
17411,10526,6721,INDEE,WA,118.441716,-20.710799,PORT HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.9317135,118.4699355,50806121917.0,51002126702.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Port Hedland,Durack,Rural
17412,10527,6721,MUNDABULLANGANA,WA,118.441716,-20.710799,PORT HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.5201091,118.0600948,50806121917.0,51002126702.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Port Hedland,Durack,Rural
17413,10528,6721,PARDOO,WA,118.441716,-20.710799,PORT HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.0555823,119.8221878,50806121916.0,51002126705.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Port Hedland,Durack,Rural
17414,10529,6721,PORT HEDLAND,WA,118.441716,-20.710799,PORT HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.3839142,118.6483796,50806122206.0,51002126915.0,510021269.0,Port Hedland,51002.0,East Pilbara,510.0,Western Australia - Outback (North),4.0,4.0,6.0,6.0,Durack,,W3,PHN503,Country WA,Port Hedland,Durack,Rural
17415,10530,6721,REDBANK,WA,118.441716,-20.710799,PORT HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.3450347,118.6142339,50806122207.0,51002126906.0,510021269.0,Port Hedland,51002.0,East Pilbara,510.0,Western Australia - Outback (North),4.0,4.0,6.0,6.0,Durack,,W3,PHN503,Country WA,Port Hedland,Durack,Rural
17416,10531,6721,STRELLEY,WA,118.441716,-20.710799,PORT HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.4548887,119.0020668,50806121917.0,51002126702.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Port Hedland,Durack,Rural
17417,10532,6721,WALLAREENYA,WA,118.441716,-20.710799,PORT HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.7457664,118.8096123,50806121917.0,51002126702.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Port Hedland,Durack,Rural
17418,10533,6721,WEDGEFIELD,WA,118.441716,-20.710799,PORT HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.3635094,118.5903683,50806122207.0,51002126906.0,510021269.0,Port Hedland,51002.0,East Pilbara,510.0,Western Australia - Outback (North),4.0,4.0,6.0,6.0,Durack,,W3,PHN503,Country WA,Port Hedland,Durack,Rural
17419,10534,6722,BOODARIE,WA,118.606673,-20.407853,SOUTH HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.427311,118.5534924,50806121917.0,51002126702.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,16.95611191,W3,PHN503,Country WA,Roebourne,Durack,Rural
17420,10535,6722,DE GREY,WA,118.606673,-20.407853,SOUTH HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.3122795,119.2481337,50806121917.0,51002126702.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,16.95611191,W3,PHN503,Country WA,Roebourne,Durack,Rural
17421,10536,6722,FINUCANE,WA,118.606673,-20.407853,SOUTH HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.2967893,118.5697792,50806122215.0,51002126905.0,510021269.0,Port Hedland,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,4.0,7.0,6.0,Durack,16.95611191,W3,PHN503,Country WA,Roebourne,Durack,Rural
17422,10537,6722,PIPPINGARRA,WA,118.606673,-20.407853,SOUTH HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.4534138,118.8091232,50806121917.0,51002126702.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,16.95611191,W3,PHN503,Country WA,Roebourne,Durack,Rural
17423,10538,6722,SOUTH HEDLAND,WA,118.606673,-20.407853,SOUTH HEDLAND,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-20.3927247,118.6015553,50806122401.0,51002127024.0,510021270.0,South Hedland,51002.0,East Pilbara,510.0,Western Australia - Outback (North),4.0,4.0,6.0,6.0,Durack,16.95611191,W3,PHN503,Country WA,Roebourne,Durack,Rural
17424,10539,6723,GOLDSWORTHY,WA,119.727488,-20.2103,WA Country,,Updated 25-Jan-2020,,,,,R3,-20.3398,119.518,50806121916.0,51002126705.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,,,W3,,,Wyndham-East Kimberley,Durack,
17425,10540,6725,BILINGURR,WA,122.753792,-18.773365,BROOME,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.9255022,122.2336239,50804120518.0,51001126217.0,510011262.0,Broome,51001.0,Kimberley,510.0,Western Australia - Outback (North),4.0,4.0,6.0,6.0,Durack,163.2545624,W3,PHN503,Country WA,East Pilbara,Durack,Rural
17426,10541,6725,BROOME,WA,122.753792,-18.773365,BROOME,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.9644291,122.2303657,50804120512.0,51001126228.0,510011262.0,Broome,51001.0,Kimberley,510.0,Western Australia - Outback (North),4.0,4.0,6.0,6.0,Durack,163.2545624,W3,PHN503,Country WA,East Pilbara,Durack,Rural
17427,10542,6725,DAMPIER PENINSULA,WA,122.753792,-18.773365,BROOME,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-16.943814,122.753889,50804120907.0,51001126603.0,510011266.0,Roebuck,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,163.2545624,W3,PHN503,Country WA,East Pilbara,Durack,Rural
17428,10543,6725,DJUGUN,WA,122.753792,-18.773365,BROOME,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.9393705,122.2287389,50804120535.0,51001126224.0,510011262.0,Broome,51001.0,Kimberley,510.0,Western Australia - Outback (North),4.0,4.0,6.0,6.0,Durack,163.2545624,W3,PHN503,Country WA,East Pilbara,Durack,Rural
17429,10544,6725,EIGHTY MILE BEACH,WA,122.753792,-18.773365,BROOME,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-19.7242706,120.7410108,50804120906.0,51001126602.0,510011266.0,Roebuck,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,163.2545624,W3,PHN503,Country WA,East Pilbara,Durack,Rural
17430,10545,6725,GINGERAH,WA,122.753792,-18.773365,BROOME,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-18.3669043,122.9989482,50804120906.0,51001126602.0,510011266.0,Roebuck,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,163.2545624,W3,PHN503,Country WA,East Pilbara,Durack,Rural
17431,10546,6725,LAGRANGE,WA,122.753792,-18.773365,BROOME,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-18.7211159,121.87976,50804120906.0,51001126602.0,510011266.0,Roebuck,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,163.2545624,W3,PHN503,Country WA,East Pilbara,Durack,Rural
17432,10547,6725,MINYIRR,WA,122.753792,-18.773365,BROOME,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.9911261,122.2056683,50804120506.0,51001126221.0,510011262.0,Broome,51001.0,Kimberley,510.0,Western Australia - Outback (North),4.0,4.0,6.0,6.0,Durack,163.2545624,W3,PHN503,Country WA,East Pilbara,Durack,Rural
17433,10548,6725,ROEBUCK,WA,122.753792,-18.773365,BROOME,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.8711046,122.371121,50804120906.0,51001126602.0,510011266.0,Roebuck,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,163.2545624,W3,PHN503,Country WA,East Pilbara,Durack,Rural
17434,10549,6725,WATERBANK,WA,122.753792,-18.773365,BROOME,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.8193984,122.2202403,50804120901.0,51001126601.0,510011266.0,Roebuck,51001.0,Kimberley,510.0,Western Australia - Outback (North),4.0,4.0,6.0,6.0,Durack,163.2545624,W3,PHN503,Country WA,East Pilbara,Durack,Rural
17435,10550,6726,CABLE BEACH,WA,122.196423,-17.950181,BROOME,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.9521644,122.2114952,50804120524.0,51001126226.0,510011262.0,Broome,51001.0,Kimberley,510.0,Western Australia - Outback (North),4.0,4.0,6.0,6.0,Durack,0.0,W3,PHN503,Country WA,Broome,Durack,Rural
17436,10551,6728,CAMBALLIN,WA,124.591962,-17.090606,DERBY LPO,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.9518176,124.2522537,50804120601.0,51001126311.0,510011263.0,Derby - West Kimberley,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17437,10552,6728,DERBY,WA,124.591962,-17.090606,DERBY,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.4399942,123.7440145,50804120625.0,51001126301.0,510011263.0,Derby - West Kimberley,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17438,10553,6728,GEEGULLY CREEK,WA,124.591962,-17.090606,DERBY,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-18.304586,123.8276668,50804120601.0,51001126311.0,510011263.0,Derby - West Kimberley,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17439,10554,6728,KIMBOLTON,WA,124.591962,-17.090606,DERBY,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-16.655747,124.3771901,50804120625.0,51001126301.0,510011263.0,Derby - West Kimberley,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17440,10555,6728,KING LEOPOLD RANGES,WA,124.591962,-17.090606,DERBY,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.0625482,125.7081746,50804120605.0,51001126306.0,510011263.0,Derby - West Kimberley,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17441,10556,6728,MEDA,WA,124.591962,-17.090606,DERBY,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.4055962,124.053076,50804120625.0,51001126301.0,510011263.0,Derby - West Kimberley,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17442,10557,6728,ST GEORGE RANGES,WA,124.591962,-17.090606,DERBY,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-18.4878325,124.3952278,50804120604.0,51001126321.0,510011263.0,Derby - West Kimberley,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17443,10558,6728,WILLARE,WA,124.591962,-17.090606,DERBY,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.7265497,123.6565492,50804120625.0,51001126301.0,510011263.0,Derby - West Kimberley,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17444,10559,6731,COCKATOO ISLAND,WA,123.610523,-16.09862,DERBY LPO,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-16.0939142,123.6091835,50804120625.0,51001126301.0,510011263.0,Derby - West Kimberley,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,44.6908493,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,
17445,10560,6733,KOOLAN ISLAND,WA,123.753964,-16.134853,DERBY LPO,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-16.131541,123.7573596,50804120625.0,51001126301.0,510011263.0,Derby - West Kimberley,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,
17446,10561,6740,DRYSDALE RIVER,WA,128.397192,-14.962686,WYNDHAM LPO,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-14.7696332,126.773885,50804120803.0,51001126504.0,510011265.0,Kununurra,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17447,10562,6740,KALUMBURU,WA,128.397192,-14.962686,WYNDHAM LPO,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-14.2935938,126.6446291,50804120809.0,51001126522.0,510011265.0,Kununurra,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17448,10563,6740,MITCHELL PLATEAU,WA,128.397192,-14.962686,WYNDHAM LPO,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-14.8777754,125.8593186,50804120803.0,51001126504.0,510011265.0,Kununurra,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17449,10564,6740,OOMBULGURRI,WA,128.397192,-14.962686,WYNDHAM LPO,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-15.1800065,127.8447944,50804120806.0,51001126519.0,510011265.0,Kununurra,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17450,10565,6740,PRINCE REGENT RIVER,WA,128.397192,-14.962686,WYNDHAM LPO,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-15.727775,125.481303,50804120803.0,51001126504.0,510011265.0,Kununurra,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17451,10566,6740,WYNDHAM,WA,128.397192,-14.962686,WA Country,,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-15.5847,128.22,50804120802.0,51001126512.0,510011265.0,Kununurra,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17452,10567,6743,CAMBRIDGE GULF,WA,129.662008,-17.293532,KUNUNURRA POST SHOP,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-15.1590352,128.5565144,50804120802.0,51001126512.0,510011265.0,Kununurra,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,319.9324951,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17453,10568,6743,DURACK,WA,129.662008,-17.293532,KUNUNURRA POST SHOP,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-16.3102973,128.248069,50804120804.0,51001126511.0,510011265.0,Kununurra,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,319.9324951,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17454,10569,6743,GIBB,WA,129.662008,-17.293532,KUNUNURRA POST SHOP,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-16.4224499,126.4694467,50804120803.0,51001126504.0,510011265.0,Kununurra,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,319.9324951,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17455,10570,6743,KUNUNURRA,WA,129.662008,-17.293532,KUNUNURRA POST SHOP,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-15.6049485,128.7654685,50804120805.0,51001126508.0,510011265.0,Kununurra,51001.0,Kimberley,510.0,Western Australia - Outback (North),4.0,5.0,6.0,7.0,Durack,319.9324951,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17456,10571,6743,LAKE ARGYLE,WA,129.662008,-17.293532,KUNUNURRA POST SHOP,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-16.3214881,128.7996239,50804120804.0,51001126511.0,510011265.0,Kununurra,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,319.9324951,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17457,10572,6743,WARMUN,WA,129.662008,-17.293532,KUNUNURRA POST SHOP,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-17.0297325,128.2107656,50804120701.0,51001126410.0,510011264.0,Halls Creek,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,319.9324951,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17458,24040,6743,WIJILAWARRIM,WA,128.550721,-15.174208,WA Country,,Updated 25-Jan-2020,,,,,,0.0,0.0,,,,,,,,,,,,,,,W3,PHN503,Country WA,Wyndham-East Kimberley,Durack,Rural
17459,10573,6751,CHICHESTER,WA,117.057776,-22.141251,TOM PRICE LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-21.8870523,117.9988761,50806121807.0,51003127106.0,510031271.0,Ashburton (WA),51003.0,West Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,546.0361938,W3,PHN503,Country WA,Roebourne,Durack,Rural
17460,10574,6751,INNAWANGA,WA,117.057776,-22.141251,TOM PRICE LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-23.3720694,117.0361591,50806121812.0,51003127105.0,510031271.0,Ashburton (WA),51003.0,West Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,546.0361938,W3,PHN503,Country WA,Roebourne,Durack,Rural
17461,10575,6751,JUNA DOWNS,WA,117.057776,-22.141251,TOM PRICE LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-22.8569184,118.623667,50806121807.0,51003127121.0,510031271.0,Ashburton (WA),51003.0,West Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,546.0361938,W3,PHN503,Country WA,Roebourne,Durack,Rural
17462,10576,6751,KARIJINI,WA,117.057776,-22.141251,TOM PRICE LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-22.5591185,118.4559953,50806121807.0,51003127121.0,510031271.0,Ashburton (WA),51003.0,West Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,546.0361938,W3,PHN503,Country WA,Roebourne,Durack,Rural
17463,10577,6751,MOUNT SHEILA,WA,117.057776,-22.141251,TOM PRICE LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-22.4914514,117.7236591,50806121807.0,51003127104.0,510031271.0,Ashburton (WA),51003.0,West Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,546.0361938,W3,PHN503,Country WA,Roebourne,Durack,Rural
17464,10578,6751,MULGA DOWNS,WA,117.057776,-22.141251,TOM PRICE LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-22.2342122,119.0244186,50806121807.0,51003127106.0,510031271.0,Ashburton (WA),51003.0,West Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,546.0361938,W3,PHN503,Country WA,Roebourne,Durack,Rural
17465,10579,6751,NANUTARRA,WA,117.057776,-22.141251,TOM PRICE LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-22.5425127,115.4998766,50806121812.0,51003127105.0,510031271.0,Ashburton (WA),51003.0,West Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,546.0361938,W3,PHN503,Country WA,Roebourne,Durack,Rural
17466,10580,6751,ROCKLEA,WA,117.057776,-22.141251,TOM PRICE LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-22.8839062,117.4486062,50806121807.0,51003127121.0,510031271.0,Ashburton (WA),51003.0,West Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,546.0361938,W3,PHN503,Country WA,Roebourne,Durack,Rural
17467,10581,6751,TOM PRICE,WA,117.057776,-22.141251,TOM PRICE LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-22.6961432,117.795009,50806121808.0,51003127110.0,510031271.0,Ashburton (WA),51003.0,West Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,546.0361938,W3,PHN503,Country WA,Roebourne,Durack,Rural
17468,10582,6751,WITTENOOM,WA,117.057776,-22.141251,TOM PRICE LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-22.2738995,118.3211638,50806121807.0,51003127106.0,510031271.0,Ashburton (WA),51003.0,West Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,546.0361938,W3,PHN503,Country WA,Roebourne,Durack,Rural
17469,10583,6753,NEWMAN,WA,119.714082,-23.154069,NEWMAN POST SHOP,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-22.9798905,119.7889248,50806121915.0,51002126716.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Wiluna,Durack,Rural
17470,10584,6754,PARABURDOO,WA,117.47663,-23.303751,PARABURDOO LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-23.1953868,117.7138785,50806121807.0,51003127121.0,510031271.0,Ashburton (WA),51003.0,West Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Ashburton,Durack,Rural
17471,10585,6758,NULLAGINE,WA,120.282267,-22.055582,NULLAGINE LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-22.0063375,120.3435506,50806121916.0,51002126705.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,East Pilbara,Durack,Rural
17472,10586,6760,MARBLE BAR,WA,124.383893,-22.026615,MARBLE BAR LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-21.0487557,119.9740534,50806121916.0,51002126705.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Port Hedland,Durack,Rural
17473,10587,6761,SHAY GAP,WA,120.469973,-20.403598,WA Country,,Updated 25-Jan-2020,,,,,R3,-20.4235,120.13,50806121916.0,51002126705.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,,,W3,,,Wyndham-East Kimberley,Durack,
17474,10588,6762,TELFER,WA,122.224801,-21.712224,TELFER LPO,Delivery Area,Updated 6-Feb-2020,50806.0,Pilbara,508.0,Western Australia - Outback,R3,-21.0976372,123.7964613,50806121911.0,51002126708.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,298.6495972,W3,PHN503,Country WA,Wiluna,Durack,Rural
17475,10589,6765,FITZROY CROSSING,WA,125.282055,-18.752827,FITZROY CROSSING LPO,Delivery Area,Updated 6-Feb-2020,50804.0,Kimberley,508.0,Western Australia - Outback,R3,-18.1936537,125.5603732,50804120610.0,51001126323.0,510011263.0,Derby - West Kimberley,51001.0,Kimberley,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,Durack,,W3,PHN503,Country WA,Derby-West Kimberley,Durack,Rural
