,id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,electorate,electoraterating
333,414,872,GIBSON DESERT NORTH,WA,131.298809,-21.949513,,,Updated 6-Feb-2020,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-22.2876036,126.8924386,50806121903.0,51002126706.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,,311.3838806,NT1,PHN701,Northern Territory,MacDonnell,Lingiari,Rural
334,20143,872,GIBSON DESERT SOUTH,WA,125.9841842,-24.94725917,Northern Territory Country 3,Delivery Area,Updated 6-Feb-2020,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-25.0143,126.93,50803120305.0,51103128302.0,511031283.0,Leinster - Leonora,51103.0,Goldfields,511.0,Western Australia - Outback (South),5.0,5.0,7.0,7.0,,311.3838806,NT1,PHN701,Northern Territory,MacDonnell,Lingiari,Rural
354,20156,872,KIWIRRKURRA,WA,126.954107,-23.2807675,Northern Territory Country 3,Delivery Area,Updated 6-Feb-2020,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-22.8151,127.762,50806121909.0,51002126709.0,510021267.0,East Pilbara,51002.0,East Pilbara,510.0,Western Australia - Outback (North),5.0,5.0,7.0,7.0,,331.7560425,NT1,PHN701,Northern Territory,MacDonnell,Lingiari,Rural
370,20169,872,NGAANYATJARRA-GILES,WA,128.1150802,-25.27073166,Northern Territory Country 3,Delivery Area,Updated 6-Feb-2020,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-25.0555,128.311,50803120305.0,51103128302.0,511031283.0,Leinster - Leonora,51103.0,Goldfields,511.0,Western Australia - Outback (South),5.0,5.0,7.0,7.0,,311.3838806,NT1,PHN701,Northern Territory,MacDonnell,Lingiari,Rural
374,20173,872,PATJARR,WA,131.6138326,-23.4686864,Northern Territory Country 3,Delivery Area,Updated 6-Feb-2020,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-24.6163,126.314,50803120305.0,51103128302.0,511031283.0,Leinster - Leonora,51103.0,Goldfields,511.0,Western Australia - Outback (South),5.0,5.0,7.0,7.0,,695.5363159,NT1,PHN701,Northern Territory,MacDonnell,Lingiari,Rural
389,20183,872,TJIRRKARLI,WA,125.3466253,-25.9752687,Northern Territory Country 3,Delivery Area,Updated 6-Feb-2020,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-26.0017,125.471,50803120305.0,51103128302.0,511031283.0,Leinster - Leonora,51103.0,Goldfields,511.0,Western Australia - Outback (South),5.0,5.0,7.0,7.0,,404.83078,NT1,PHN701,Northern Territory,MacDonnell,Lingiari,Rural
390,20184,872,TJUKURLA,WA,128.656027,-24.343546,Northern Territory Country 3,Delivery Area,Updated 6-Feb-2020,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-24.3475,128.719,50803120305.0,51103128302.0,511031283.0,Leinster - Leonora,51103.0,Goldfields,511.0,Western Australia - Outback (South),5.0,5.0,7.0,7.0,,311.3838806,NT1,PHN701,Northern Territory,MacDonnell,Lingiari,Rural
397,444,872,WARAKURNA,WA,131.298809,-21.949513,,,Updated 6-Feb-2020,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-25.0011,128.288,50803120303.0,51103128315.0,511031283.0,Leinster - Leonora,51103.0,Goldfields,511.0,Western Australia - Outback (South),5.0,5.0,7.0,7.0,,311.3838806,NT1,PHN701,Northern Territory,MacDonnell,Lingiari,Rural
402,20190,872,WINGELLINA,WA,131.6138326,-23.4686864,Northern Territory Country 3,Delivery Area,Updated 6-Feb-2020,70202.0,Barkly,702.0,Northern Territory - Outback,R1,-26.0644,128.931,50803120304.0,51103128316.0,511031283.0,Leinster - Leonora,51103.0,Goldfields,511.0,Western Australia - Outback (South),5.0,5.0,7.0,7.0,,695.5363159,NT1,PHN701,Northern Territory,MacDonnell,Lingiari,Rural
15675,10026,6000,CITY DELIVERY CENTRE,WA,115.859912,-31.948762,Perth Metro,,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.955,115.855,50302104109.0,50302104172.0,503021041.0,Perth City,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15676,10027,6000,PERTH,WA,115.859912,-31.948762,CITY DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9525739,115.8610488,50302104141.0,50302104181.0,503021041.0,Perth City,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15677,10028,6000,PERTH GPO,WA,115.859912,-31.948762,Perth Metro,,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9513,115.859,50302104141.0,50302104167.0,503021041.0,Perth City,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15678,10029,6001,PERTH,WA,115.763228,-31.99212,CITY DELIVERY CENTRE,Post Office Boxes,Updated 25-Mar-2020 SA3,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9505269,115.8604572,50302104118.0,50302104118.0,503021041.0,Perth City,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,15.27677059,W1,PHN601,,Peppermint Grove,Curtin,
15679,10030,6003,HIGHGATE,WA,115.869136,-31.939272,CITY DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9392191,115.8691573,50302104131.0,50302104182.0,503021041.0,Perth City,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,21.97414398,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15680,10031,6003,NORTHBRIDGE,WA,115.869136,-31.939272,CITY DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9436266,115.8538427,50302104102.0,50302104102.0,503021041.0,Perth City,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,21.97414398,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15681,10032,6004,EAST PERTH,WA,115.874601,-31.956931,CITY DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9540106,115.8787926,50302104116.0,50302104116.0,503021041.0,Perth City,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,14.84048176,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15682,10033,6005,KINGS PARK,WA,115.836896,-31.95707,WEST PERTH DC,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9611453,115.8416305,50302103701.0,50302103701.0,503021037.0,Kings Park (WA),50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15683,10034,6005,WEST PERTH,WA,115.836896,-31.95707,WEST PERTH DC,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9453285,115.8474335,50302104126.0,50302104165.0,503021041.0,Perth City,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15684,10035,6006,NORTH PERTH,WA,115.852913,-31.92934,BASSENDEAN DC,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9273539,115.8551339,50302104013.0,50302104013.0,503021040.0,North Perth,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,22.7232933,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15685,10036,6007,LEEDERVILLE,WA,115.834335,-31.935675,OSBORNE PARK DC,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9319556,115.84128,50302103807.0,50302103807.0,503021038.0,Mount Hawthorn - Leederville,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,24.47184753,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15686,16457,6007,WEST LEEDERVILLE,WA,115.834335,-31.935675,OSBORNE PARK DC,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9406909,115.8316845,50302104339.0,50302104339.0,503021043.0,Wembley - West Leederville - Glendalough,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,24.47184753,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15687,16458,6008,DAGLISH,WA,115.811432,-31.956599,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9518509,115.8097338,50302104208.0,50302104208.0,503021042.0,Subiaco - Shenton Park,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15688,16459,6008,SHENTON PARK,WA,115.811432,-31.956599,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9588145,115.8053226,50302104227.0,50302104227.0,503021042.0,Subiaco - Shenton Park,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15689,16460,6008,SUBIACO,WA,115.811432,-31.956599,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9469931,115.8285548,50302104234.0,50302104234.0,503021042.0,Subiaco - Shenton Park,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15690,16461,6008,SUBIACO EAST,WA,115.811432,-31.956599,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50302.0,Perth City,503.0,Perth - Inner,R2,-31.9469931,115.8285548,50302104234.0,50302104234.0,503021042.0,Subiaco - Shenton Park,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15691,16462,6009,BROADWAY NEDLANDS,WA,115.804692,-31.985791,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.9836798,115.8145049,50301103511.0,50301103511.0,503011035.0,Nedlands - Dalkeith - Crawley,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,28.20944977,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15692,16463,6009,CRAWLEY,WA,115.804692,-31.985791,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.9820615,115.8107681,50301103514.0,50301103514.0,503011035.0,Nedlands - Dalkeith - Crawley,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,28.20944977,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15693,16464,6009,DALKEITH,WA,115.804692,-31.985791,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.9947742,115.7988073,50301103533.0,50301103533.0,503011035.0,Nedlands - Dalkeith - Crawley,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,28.20944977,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15694,16465,6009,NEDLANDS,WA,115.804692,-31.985791,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.979149,115.8037341,50301103517.0,50301103517.0,503011035.0,Nedlands - Dalkeith - Crawley,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,28.20944977,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15695,16466,6009,NEDLANDS DC,WA,115.804692,-31.985791,Perth Metro,,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.9754,115.793,50301103537.0,50301103537.0,503011035.0,Nedlands - Dalkeith - Crawley,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,28.20944977,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15696,16467,6010,CLAREMONT,WA,115.77639,-31.971647,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.9842456,115.7780005,50301103103.0,50301103103.0,503011031.0,Claremont (WA),50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,2.763261795,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15697,16468,6010,CLAREMONT NORTH,WA,115.77639,-31.971647,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.9842456,115.7780005,50301103103.0,50301103103.0,503011031.0,Claremont (WA),50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,2.763261795,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15698,16469,6010,KARRAKATTA,WA,115.77639,-31.971647,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.9652885,115.8005084,50301103622.0,50301103622.0,503011036.0,Swanbourne - Mount Claremont,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,2.763261795,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15699,16470,6010,MOUNT CLAREMONT,WA,115.77639,-31.971647,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.9637267,115.7837568,50301103625.0,50301103625.0,503011036.0,Swanbourne - Mount Claremont,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,2.763261795,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15700,16471,6010,SWANBOURNE,WA,115.77639,-31.971647,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.97106,115.7668042,50301103611.0,50301103611.0,503011036.0,Swanbourne - Mount Claremont,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,2.763261795,W1,PHN501,Perth North,Subiaco,Curtin,Inner Metropolitan
15701,16472,6011,COTTESLOE,WA,115.757646,-31.996371,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.9896506,115.7630503,50301103214.0,50301103214.0,503011032.0,Cottesloe,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,21.4193058,W1,PHN501,Perth North,Peppermint Grove,Curtin,Inner Metropolitan
15702,16473,6011,PEPPERMINT GROVE,WA,115.757646,-31.996371,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-31.9979804,115.7676977,50301103403.0,50301103403.0,503011034.0,Mosman Park - Peppermint Grove,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,21.4193058,W1,PHN501,Perth North,Peppermint Grove,Curtin,Inner Metropolitan
15703,16474,6012,MOSMAN PARK,WA,115.763404,-32.015976,NEDLANDS DC,Delivery Area,Updated 6-Feb-2020,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,R2,-32.0135412,115.7634366,50301103420.0,50301103420.0,503011034.0,Mosman Park - Peppermint Grove,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Peppermint Grove,Curtin,Inner Metropolitan
15704,16475,6014,FLOREAT,WA,115.808169,-31.936389,OSBORNE PARK DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9344265,115.7906461,50301103308.0,50301103308.0,503011033.0,Floreat,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Vincent,Curtin,Inner Metropolitan
15705,16476,6014,FLOREAT FORUM,WA,115.808169,-31.936389,OSBORNE PARK DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9380276,115.7928916,50301103308.0,50301103308.0,503011033.0,Floreat,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Vincent,Curtin,Inner Metropolitan
15706,16477,6014,JOLIMONT,WA,115.808169,-31.936389,OSBORNE PARK DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.947634,115.8115906,50302104205.0,50302104205.0,503021042.0,Subiaco - Shenton Park,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Vincent,Curtin,Inner Metropolitan
15707,16478,6014,WEMBLEY,WA,115.808169,-31.936389,Perth Metro,,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9343,115.82,50302104329.0,50302104329.0,503021043.0,Wembley - West Leederville - Glendalough,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Vincent,Curtin,Inner Metropolitan
15708,16479,6015,CITY BEACH,WA,115.764683,-31.938454,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9393057,115.7634366,50301103009.0,50301103009.0,503011030.0,City Beach,50301.0,Cottesloe - Claremont,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Stirling,Curtin,Inner Metropolitan
15709,16480,6016,GLENDALOUGH,WA,115.831181,-31.921222,OSBORNE PARK DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9192332,115.8200294,50302104302.0,50302104340.0,503021043.0,Wembley - West Leederville - Glendalough,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15710,16481,6016,MOUNT HAWTHORN,WA,115.831181,-31.921222,OSBORNE PARK DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9195792,115.8355846,50302103819.0,50302103819.0,503021038.0,Mount Hawthorn - Leederville,50302.0,Perth City,503.0,Perth - Inner,1.0,1.0,1.0,1.0,Perth,,W1,PHN501,Perth North,Vincent,Perth,Inner Metropolitan
15711,16482,6017,HERDSMAN,WA,115.814562,-31.908357,OSBORNE PARK DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9204615,115.80455,50502108701.0,50502108701.0,505021087.0,Herdsman,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,,W1,PHN501,Perth North,Vincent,Stirling,Inner Metropolitan
15712,16483,6017,OSBORNE PARK,WA,115.814562,-31.908357,OSBORNE PARK DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9142574,115.8230694,50502109330.0,50502109330.0,505021093.0,Stirling - Osborne Park,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,,W1,PHN501,Perth North,Vincent,Stirling,Inner Metropolitan
15713,16484,6017,OSBORNE PARK DC,WA,115.814562,-31.908357,Perth Metro,,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9002,115.812,50502109101.0,50502109101.0,505021091.0,Osborne Park Industrial,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,,W1,PHN501,Perth North,Vincent,Stirling,Inner Metropolitan
15714,16485,6018,CHURCHLANDS,WA,115.786821,-31.891957,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9215456,115.7897621,50502109624.0,50502109624.0,505021096.0,Wembley Downs - Churchlands - Woodlands,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Curtin,16.23069954,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15715,16486,6018,DOUBLEVIEW,WA,115.786821,-31.891957,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8999114,115.7812494,50502108807.0,50502108807.0,505021088.0,Innaloo - Doubleview,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Curtin,16.23069954,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15716,16487,6018,GWELUP,WA,115.786821,-31.891957,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8692507,115.7962494,50502108926.0,50502108925.0,505021089.0,Karrinyup - Gwelup - Carine,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Curtin,16.23069954,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15717,16488,6018,GWELUP DC,WA,115.786821,-31.891957,Perth Metro,,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8761,115.799,50502108922.0,50502108922.0,505021089.0,Karrinyup - Gwelup - Carine,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Curtin,16.23069954,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15718,16489,6018,INNALOO,WA,115.786821,-31.891957,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8942851,115.7962433,50502108824.0,50502108824.0,505021088.0,Innaloo - Doubleview,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Curtin,16.23069954,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15719,16490,6018,KARRINYUP,WA,115.786821,-31.891957,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8739029,115.7708104,50502108903.0,50502108903.0,505021089.0,Karrinyup - Gwelup - Carine,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Curtin,16.23069954,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15720,16491,6018,WOODLANDS,WA,115.786821,-31.891957,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9089392,115.7925911,50502109610.0,50502109610.0,505021096.0,Wembley Downs - Churchlands - Woodlands,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Curtin,16.23069954,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15721,16492,6019,SCARBOROUGH,WA,115.769183,-31.90733,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8980316,115.7715973,50502109219.0,50502109219.0,505021092.0,Scarborough,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15722,16493,6019,WEMBLEY DOWNS,WA,115.769183,-31.90733,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.9133658,115.7727457,50502109621.0,50502109621.0,505021096.0,Wembley Downs - Churchlands - Woodlands,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Curtin,,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15723,16494,6020,CARINE,WA,115.765396,-31.852698,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8511492,115.7776455,50502108941.0,50502108941.0,505021089.0,Karrinyup - Gwelup - Carine,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15724,16495,6020,MARMION,WA,115.765396,-31.852698,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8431646,115.7576233,50501108215.0,50501108215.0,505011082.0,Sorrento - Marmion,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15725,16496,6020,NORTH BEACH,WA,115.765396,-31.852698,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8611706,115.7582009,50502109416.0,50502109416.0,505021094.0,Trigg - North Beach - Watermans Bay,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15726,16497,6020,SORRENTO,WA,115.765396,-31.852698,GWELUP DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8254068,115.7527574,50501108211.0,50501108211.0,505011082.0,Sorrento - Marmion,50501.0,Joondalup,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15727,16498,6020,WATERMANS BAY,WA,115.765396,-31.852698,Perth Metro,,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8496,115.755,50502109414.0,50502109414.0,505021094.0,Trigg - North Beach - Watermans Bay,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15728,16499,6021,BALCATTA,WA,115.811933,-31.871671,OSBORNE PARK DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.8601754,115.8104652,50502108422.0,50502108422.0,505021084.0,Balcatta - Hamersley,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
15729,16500,6021,STIRLING,WA,115.811933,-31.871671,OSBORNE PARK DC,Delivery Area,Updated 6-Feb-2020,50502.0,Stirling,505.0,Perth - North West,R2,-31.886448,115.8098708,50502109328.0,50502109328.0,505021093.0,Stirling - Osborne Park,50502.0,Stirling,505.0,Perth - North West,1.0,1.0,1.0,1.0,Stirling,,W1,PHN501,Perth North,Stirling,Stirling,Inner Metropolitan
