,Sex,Gym,Suburb_updated,Postcode_updated,Lat_precise,Long_precise,Age
12788,Female,Osborne,Mount claremont,6010,-31.9637267,115.7837568,23
12789,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,11
12790,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,11
12791,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,45
12792,Female,Osborne,Mount claremont,6010,-31.9637267,115.7837568,18
12793,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,18
12794,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,17
12795,Female,Osborne,Mount claremont,6010,-31.9637267,115.7837568,21
12796,Female,Osborne,Mount claremont,6010,-31.9637267,115.7837568,32
12797,Female,Osborne,Mount claremont,6010,-31.9637267,115.7837568,42
12798,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,45
12799,Female,Osborne,Mount claremont,6010,-31.9637267,115.7837568,9
12800,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,7
12801,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,6
12802,Female,Osborne,Mount claremont,6010,-31.9637267,115.7837568,5
12803,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,11
12804,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,11
12805,Female,Osborne,Mount claremont,6010,-31.9637267,115.7837568,21
12806,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,17
12807,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,13
12808,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,8
12809,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,46
12810,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,28
12811,Female,Osborne,Mount claremont,6010,-31.9637267,115.7837568,48
12812,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,13
12813,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,11
12814,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,57
12815,Female,Osborne,Mount claremont,6010,-31.9637267,115.7837568,20
12816,Male,Osborne,Mount claremont,6010,-31.9637267,115.7837568,20
12817,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12818,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12819,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
12820,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,11
12821,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12822,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
12823,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,31
12824,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,17
12825,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12826,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
12827,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
12828,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12829,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12830,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12831,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,19
12832,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12833,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
12834,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12835,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12836,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
12837,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,30
12838,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,29
12839,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,40
12840,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,36
12841,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,31
12842,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,29
12843,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,33
12844,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,31
12845,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,48
12846,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,42
12847,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,18
12848,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,15
12849,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,21
12850,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,40
12851,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,22
12852,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,33
12853,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,35
12854,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,32
12855,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,25
12856,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12857,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12858,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
12859,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12860,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
12861,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12862,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,39
12863,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12864,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,30
12865,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
12866,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,17
12867,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,18
12868,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,18
12869,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,17
12870,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,17
12871,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,18
12872,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,18
12873,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,30
12874,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12875,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,47
12876,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,18
12877,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,18
12878,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,15
12879,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,52
12880,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12881,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,22
12882,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,20
12883,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,18
12884,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,42
12885,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,15
12886,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,52
12887,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,20
12888,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
12889,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,29
12890,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,34
12891,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12892,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,17
12893,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12894,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,29
12895,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12896,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,13
12897,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,11
12898,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,9
12899,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,46
12900,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12901,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,29
12902,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
12903,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,34
12904,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,51
12905,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12906,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
12907,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,22
12908,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12909,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
12910,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
12911,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,17
12912,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,30
12913,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12914,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
12915,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,40
12916,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,7
12917,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,29
12918,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12919,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12920,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,40
12921,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,29
12922,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,18
12923,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12924,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,25
12925,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12926,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,21
12927,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12928,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12929,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,33
12930,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,21
12931,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,49
12932,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,17
12933,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,19
12934,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,52
12935,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12936,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12937,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,19
12938,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,10
12939,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,29
12940,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
12941,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,16
12942,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,14
12943,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,12
12944,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,22
12945,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,47
12946,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,13
12947,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,8
12948,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,22
12949,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12950,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12951,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12952,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
12953,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,29
12954,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,42
12955,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,45
12956,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,11
12957,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,13
12958,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,11
12959,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,10
12960,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,51
12961,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,25
12962,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,32
12963,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12964,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
12965,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,18
12966,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,12
12967,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,16
12968,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,20
12969,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,22
12970,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12971,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,14
12972,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12973,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12974,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12975,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12976,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,7
12977,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,21
12978,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,35
12979,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,10
12980,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,8
12981,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,33
12982,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,6
12983,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
12984,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12985,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,57
12986,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12987,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,17
12988,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12989,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,22
12990,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,38
12991,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,31
12992,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12993,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,30
12994,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
12995,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,37
12996,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,27
12997,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
12998,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,30
12999,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,24
13000,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,14
13001,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,30
13002,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
13003,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,14
13004,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,26
13005,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,13
13006,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,11
13007,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,44
13008,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
13009,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,12
13010,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,43
13011,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,12
13012,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,11
13013,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,15
13014,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,32
13015,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,31
13016,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,25
13017,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
13018,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,25
13019,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,25
13020,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,32
13021,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,54
13022,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,15
13023,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,12
13024,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,21
13025,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,23
13026,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,18
13027,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
13028,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,10
13029,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,7
13030,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,40
13031,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,7
13032,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,11
13033,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,10
13034,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,22
13035,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,28
13036,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,19
13037,Male,Oconnor,Leeming,6149,-32.0796241,115.8656562,31
13038,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,16
13039,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,16
13040,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,16
13041,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,25
13042,Female,Oconnor,Leeming,6149,-32.0796241,115.8656562,6
13043,Male,Osborne,Leeming,6149,-32.0796241,115.8656562,27
13044,Female,Osborne,Leeming,6149,-32.0796241,115.8656562,26
13045,Male,Osborne,Leeming,6149,-32.0796241,115.8656562,25
13046,Male,Osborne,Leeming,6149,-32.0796241,115.8656562,34
13047,Female,Osborne,Leeming,6149,-32.0796241,115.8656562,24
13048,Female,Osborne,Leeming,6149,-32.0796241,115.8656562,26
13049,Female,Osborne,Leeming,6149,-32.0796241,115.8656562,25
13050,Male,Osborne,Leeming,6149,-32.0796241,115.8656562,42
13051,Male,Osborne,Leeming,6149,-32.0796241,115.8656562,28
13052,Female,Osborne,Leeming,6149,-32.0796241,115.8656562,20
13053,Male,Osborne,Leeming,6149,-32.0796241,115.8656562,23
13054,Male,Osborne,Leeming,6149,-32.0796241,115.8656562,28
13055,Male,Osborne,Leeming,6149,-32.0796241,115.8656562,25
13056,Male,Osborne,Leeming,6149,-32.0796241,115.8656562,28
13057,Male,Osborne,Leeming,6149,-32.0796241,115.8656562,38
13058,Male,Oconnor,Success,6164,-32.1536587,115.8463549,35
13059,Male,Oconnor,Success,6164,-32.1536587,115.8463549,37
13060,Female,Oconnor,Success,6164,-32.1536587,115.8463549,7
13061,Female,Oconnor,Success,6164,-32.1536587,115.8463549,9
13062,Female,Oconnor,Success,6164,-32.1536587,115.8463549,26
13063,Male,Oconnor,Success,6164,-32.1536587,115.8463549,31
13064,Male,Oconnor,Success,6164,-32.1536587,115.8463549,23
13065,Male,Oconnor,Success,6164,-32.1536587,115.8463549,20
13066,Male,Oconnor,Success,6164,-32.1536587,115.8463549,20
13067,Female,Oconnor,Success,6164,-32.1536587,115.8463549,22
13068,Male,Oconnor,Success,6164,-32.1536587,115.8463549,25
13069,Male,Oconnor,Success,6164,-32.1536587,115.8463549,29
13070,Female,Oconnor,Success,6164,-32.1536587,115.8463549,27
13071,Female,Oconnor,Success,6164,-32.1536587,115.8463549,28
13072,Female,Oconnor,Success,6164,-32.1536587,115.8463549,27
13073,Female,Oconnor,Success,6164,-32.1536587,115.8463549,30
13074,Female,Oconnor,Success,6164,-32.1536587,115.8463549,17
13075,Male,Oconnor,Success,6164,-32.1536587,115.8463549,32
13076,Male,Oconnor,Success,6164,-32.1536587,115.8463549,10
13077,Male,Oconnor,Success,6164,-32.1536587,115.8463549,30
13078,Female,Oconnor,Success,6164,-32.1536587,115.8463549,13
13079,Male,Oconnor,Success,6164,-32.1536587,115.8463549,8
13080,Male,Oconnor,Success,6164,-32.1536587,115.8463549,27
13081,Female,Oconnor,Success,6164,-32.1536587,115.8463549,25
13082,Male,Oconnor,Success,6164,-32.1536587,115.8463549,34
13083,Male,Oconnor,Success,6164,-32.1536587,115.8463549,32
13084,Female,Oconnor,Success,6164,-32.1536587,115.8463549,11
13085,Male,Oconnor,Success,6164,-32.1536587,115.8463549,12
13086,Male,Oconnor,Success,6164,-32.1536587,115.8463549,34
13087,Male,Oconnor,Success,6164,-32.1536587,115.8463549,30
13088,Female,Oconnor,Success,6164,-32.1536587,115.8463549,27
13089,Female,Oconnor,Success,6164,-32.1536587,115.8463549,33
13090,Female,Oconnor,Success,6164,-32.1536587,115.8463549,32
13091,Female,Oconnor,Success,6164,-32.1536587,115.8463549,35
13092,Male,Oconnor,Success,6164,-32.1536587,115.8463549,30
13093,Male,Oconnor,Success,6164,-32.1536587,115.8463549,14
13094,Female,Oconnor,Success,6164,-32.1536587,115.8463549,10
13095,Female,Oconnor,Success,6164,-32.1536587,115.8463549,51
13096,Male,Oconnor,Success,6164,-32.1536587,115.8463549,14
13097,Female,Oconnor,Success,6164,-32.1536587,115.8463549,15
13098,Male,Oconnor,Success,6164,-32.1536587,115.8463549,25
13099,Female,Oconnor,Success,6164,-32.1536587,115.8463549,26
13100,Male,Oconnor,Success,6164,-32.1536587,115.8463549,42
13101,Male,Oconnor,Success,6164,-32.1536587,115.8463549,30
13102,Female,Oconnor,Success,6164,-32.1536587,115.8463549,26
13103,Female,Oconnor,Success,6164,-32.1536587,115.8463549,27
13104,Female,Oconnor,Success,6164,-32.1536587,115.8463549,32
13105,Female,Oconnor,Success,6164,-32.1536587,115.8463549,30
13106,Male,Oconnor,Success,6164,-32.1536587,115.8463549,16
13107,Male,Oconnor,Success,6164,-32.1536587,115.8463549,27
13108,Male,Oconnor,Success,6164,-32.1536587,115.8463549,22
13109,Male,Oconnor,Success,6164,-32.1536587,115.8463549,30
13110,Male,Oconnor,Success,6164,-32.1536587,115.8463549,30
13111,Male,Oconnor,Success,6164,-32.1536587,115.8463549,30
13112,Female,Oconnor,Success,6164,-32.1536587,115.8463549,26
13113,Male,Oconnor,Success,6164,-32.1536587,115.8463549,3
13114,Female,Oconnor,Success,6164,-32.1536587,115.8463549,25
13115,Male,Oconnor,Success,6164,-32.1536587,115.8463549,28
13116,Female,Oconnor,Success,6164,-32.1536587,115.8463549,24
13117,Male,Oconnor,Success,6164,-32.1536587,115.8463549,17
13118,Male,Oconnor,Success,6164,-32.1536587,115.8463549,25
13119,Male,Oconnor,Success,6164,-32.1536587,115.8463549,32
13120,Female,Oconnor,Success,6164,-32.1536587,115.8463549,18
13121,Female,Oconnor,Success,6164,-32.1536587,115.8463549,15
13122,Male,Oconnor,Success,6164,-32.1536587,115.8463549,24
13123,Male,Oconnor,Success,6164,-32.1536587,115.8463549,23
13124,Male,Oconnor,Success,6164,-32.1536587,115.8463549,33
13125,Male,Oconnor,Success,6164,-32.1536587,115.8463549,25
13126,Male,Oconnor,Success,6164,-32.1536587,115.8463549,24
13127,Male,Oconnor,Success,6164,-32.1536587,115.8463549,34
13128,Male,Oconnor,Success,6164,-32.1536587,115.8463549,32
13129,Female,Oconnor,Success,6164,-32.1536587,115.8463549,30
13130,Male,Oconnor,Success,6164,-32.1536587,115.8463549,26
13131,Female,Oconnor,Success,6164,-32.1536587,115.8463549,19
13132,Male,Oconnor,Success,6164,-32.1536587,115.8463549,24
13133,Male,Oconnor,Success,6164,-32.1536587,115.8463549,28
13134,Female,Oconnor,Success,6164,-32.1536587,115.8463549,37
13135,Female,Oconnor,Success,6164,-32.1536587,115.8463549,37
13136,Male,Oconnor,Success,6164,-32.1536587,115.8463549,37
13137,Male,Oconnor,Success,6164,-32.1536587,115.8463549,28
13138,Male,Oconnor,Success,6164,-32.1536587,115.8463549,39
13139,Female,Oconnor,Success,6164,-32.1536587,115.8463549,21
13140,Male,Oconnor,Success,6164,-32.1536587,115.8463549,36
13141,Male,Oconnor,Success,6164,-32.1536587,115.8463549,21
13142,Female,Oconnor,Success,6164,-32.1536587,115.8463549,9
13143,Male,Oconnor,Success,6164,-32.1536587,115.8463549,7
13144,Male,Oconnor,Success,6164,-32.1536587,115.8463549,14
13145,Male,Oconnor,Success,6164,-32.1536587,115.8463549,25
13146,Male,Oconnor,Success,6164,-32.1536587,115.8463549,23
13147,Male,Oconnor,Success,6164,-32.1536587,115.8463549,30
13148,Male,Oconnor,Success,6164,-32.1536587,115.8463549,33
13149,Male,Oconnor,Success,6164,-32.1536587,115.8463549,20
13150,Male,Oconnor,Success,6164,-32.1536587,115.8463549,30
13151,Female,Oconnor,Success,6164,-32.1536587,115.8463549,18
13152,Male,Oconnor,Success,6164,-32.1536587,115.8463549,29
13153,Male,Oconnor,Success,6164,-32.1536587,115.8463549,32
13154,Male,Oconnor,Success,6164,-32.1536587,115.8463549,27
13155,Male,Oconnor,Success,6164,-32.1536587,115.8463549,23
13156,Male,Oconnor,Success,6164,-32.1536587,115.8463549,33
13157,Male,Oconnor,Success,6164,-32.1536587,115.8463549,5
13158,Male,Oconnor,Success,6164,-32.1536587,115.8463549,17
13159,Female,Oconnor,Success,6164,-32.1536587,115.8463549,10
13160,Female,Oconnor,Success,6164,-32.1536587,115.8463549,51
13161,Male,Oconnor,Success,6164,-32.1536587,115.8463549,13
13162,Male,Oconnor,Success,6164,-32.1536587,115.8463549,27
13163,Male,Oconnor,Success,6164,-32.1536587,115.8463549,13
13164,Male,Oconnor,Success,6164,-32.1536587,115.8463549,10
13165,Male,Oconnor,Success,6164,-32.1536587,115.8463549,41
13166,Female,Oconnor,Success,6164,-32.1536587,115.8463549,27
13167,Female,Oconnor,Success,6164,-32.1536587,115.8463549,27
13168,Male,Oconnor,Success,6164,-32.1536587,115.8463549,27
13169,Female,Oconnor,Success,6164,-32.1536587,115.8463549,36
13170,Male,Oconnor,Success,6164,-32.1536587,115.8463549,30
13171,Female,Oconnor,Success,6164,-32.1536587,115.8463549,24
13172,Male,Oconnor,Success,6164,-32.1536587,115.8463549,32
13173,Male,Oconnor,Success,6164,-32.1536587,115.8463549,28
13174,Female,Oconnor,Success,6164,-32.1536587,115.8463549,31
13175,Male,Oconnor,Success,6164,-32.1536587,115.8463549,26
13176,Male,Oconnor,Success,6164,-32.1536587,115.8463549,23
13177,Male,Oconnor,Success,6164,-32.1536587,115.8463549,25
13178,Female,Oconnor,Success,6164,-32.1536587,115.8463549,26
13179,Male,Oconnor,Success,6164,-32.1536587,115.8463549,26
13180,Female,Oconnor,Success,6164,-32.1536587,115.8463549,15
13181,Male,Oconnor,Success,6164,-32.1536587,115.8463549,26
13182,Male,Oconnor,Success,6164,-32.1536587,115.8463549,22
13183,Male,Oconnor,Success,6164,-32.1536587,115.8463549,31
13184,Female,Oconnor,Success,6164,-32.1536587,115.8463549,23
13185,Male,Oconnor,Success,6164,-32.1536587,115.8463549,25
13186,Male,Oconnor,Success,6164,-32.1536587,115.8463549,41
13187,Female,Oconnor,Success,6164,-32.1536587,115.8463549,10
13188,Male,Oconnor,Success,6164,-32.1536587,115.8463549,20
13189,Male,Oconnor,Success,6164,-32.1536587,115.8463549,20
13190,Male,Oconnor,Success,6164,-32.1536587,115.8463549,23
13191,Female,Oconnor,Success,6164,-32.1536587,115.8463549,19
13192,Male,Oconnor,Success,6164,-32.1536587,115.8463549,27
13193,Female,Oconnor,Success,6164,-32.1536587,115.8463549,26
