,Sex,Gym,Suburb_updated,Postcode_updated,Lat_precise,Long_precise,Age
0,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
1,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,37
2,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,55
3,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
4,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,28
5,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
6,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
7,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,58
8,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,8
9,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,36
10,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,28
11,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,28
12,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,42
13,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
14,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
15,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
16,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,22
17,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,54
18,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,14
19,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
20,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,38
21,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,49
22,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,36
23,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,10
24,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,7
25,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,25
26,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,24
27,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,34
28,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,34
29,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
30,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
31,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
32,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
33,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,41
34,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
35,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,13
36,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
37,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,39
38,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,25
39,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
40,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,25
41,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
42,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
43,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
44,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
45,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,15
46,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,41
47,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
48,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
49,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
50,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,23
51,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
52,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,22
53,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,53
54,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,56
55,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
56,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,20
57,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,40
58,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,15
59,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,13
61,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
62,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,15
63,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,15
64,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,40
65,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,25
66,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
67,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
68,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
69,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
70,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
71,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,22
72,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,22
73,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
74,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,47
75,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,15
76,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
77,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
78,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
79,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,24
80,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,23
81,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,28
82,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
83,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,34
84,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,21
85,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,34
86,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,23
87,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
88,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,52
89,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,48
90,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
91,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,39
92,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,45
93,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,16
94,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,13
95,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,13
96,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,34
97,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
98,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
99,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
100,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,40
101,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,16
102,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,14
103,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,37
104,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,16
105,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,14
106,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,37
107,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
108,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,28
109,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,42
110,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,7
111,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,24
112,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,22
113,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
114,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
115,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
116,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
117,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,41
118,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,16
119,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,45
120,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,17
121,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,22
122,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,20
123,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,20
124,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,50
125,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
126,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,39
127,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,42
128,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
129,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,34
130,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
131,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,21
132,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,17
133,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,47
134,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,7
135,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,48
136,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
137,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,46
138,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
139,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
140,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
141,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,37
142,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,37
143,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,10
144,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,13
145,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,20
146,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
147,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,44
148,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,17
149,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,21
150,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
151,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,17
152,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
153,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,41
154,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,19
155,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,19
156,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,42
157,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,17
158,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,17
159,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,16
160,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
161,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
162,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,37
163,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,43
164,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
165,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,9
166,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
167,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,34
168,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,21
169,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
170,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
171,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,24
172,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,46
173,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
174,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,14
175,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,24
176,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
177,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,15
178,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
179,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,28
180,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,28
181,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
182,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,7
183,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,41
184,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
185,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,37
186,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
187,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,21
188,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
189,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
190,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,9
191,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,41
192,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,43
193,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
194,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,13
195,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,24
196,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
197,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
198,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
199,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
200,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
201,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,62
202,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,19
203,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,15
204,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
205,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,46
206,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,46
207,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
208,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,7
209,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,39
210,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,19
211,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
212,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,7
213,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,6
214,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,15
215,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
216,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,42
217,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,10
218,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
219,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
220,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,9
221,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,23
222,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,23
223,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
224,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
225,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
226,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
227,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,19
228,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,41
229,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,41
230,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
231,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,16
232,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,34
233,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
234,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,20
235,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,41
236,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,39
237,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
238,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
239,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,36
240,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,43
241,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
242,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,23
243,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
244,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,25
245,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,28
246,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,23
247,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,17
248,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
249,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,48
250,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,17
251,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,15
252,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
253,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
254,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,16
255,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,17
256,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
257,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,41
258,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,41
259,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
260,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
261,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
262,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
263,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,14
264,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,6
265,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
266,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,17
267,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,16
268,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
269,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
270,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,49
271,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
272,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,10
273,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
274,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
275,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
276,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,28
277,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,24
278,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,50
279,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
280,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,9
281,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,6
282,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,16
283,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
284,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,18
285,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,40
286,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,7
287,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,5
288,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,10
289,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,9
290,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,6
291,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,28
292,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,20
293,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
294,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,23
295,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,22
296,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
297,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,44
298,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,3
299,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
300,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,10
301,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
302,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,40
303,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
304,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,11
305,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
306,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
307,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
308,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,19
309,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,23
310,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,40
311,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,9
312,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
313,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,48
314,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,9
315,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
316,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
317,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
318,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,20
319,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,19
320,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
321,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
322,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
323,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,32
324,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
325,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
326,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,36
327,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
328,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
329,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
330,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,33
331,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,18
332,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,16
333,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
334,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,21
335,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,24
336,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
337,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,36
338,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,20
339,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,23
340,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,34
341,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
342,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
343,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
344,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,34
345,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,28
346,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,26
347,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
348,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
349,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,6
350,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,40
351,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,7
352,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,25
353,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,30
354,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,35
355,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
356,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,36
357,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,29
358,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,8
359,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
360,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,47
361,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,44
362,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,10
363,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,43
364,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,37
365,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
366,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,45
367,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,23
368,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,18
369,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,51
370,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,10
371,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,27
372,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
373,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,31
374,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,8
375,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,43
376,Male,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,12
377,Female,Oconnor,Hamilton hill,6163,-32.0860323,115.7764909,17
